Group,Realm,Date,Success,Year,Month
Unassigned,Unassigned,02-02-2026,Success,2026,2
Unassigned,Unassigned,02-02-2026,Success,2026,2
Unassigned,Unassigned,02-02-2026,Success,2026,2
Unassigned,Unassigned,02-02-2026,Success,2026,2
Unassigned,Unassigned,02-02-2026,Success,2026,2
Unassigned,Unassigned,02-02-2026,Success,2026,2
Unassigned,Unassigned,04-02-2026,Success,2026,2
Unassigned,Unassigned,04-02-2026,Success,2026,2
Unassigned,Unassigned,04-02-2026,Success,2026,2
Unassigned,Unassigned,04-02-2026,Success,2026,2
Unassigned,Unassigned,04-02-2026,Success,2026,2
Unassigned,Unassigned,04-02-2026,Success,2026,2
Unassigned,Unassigned,04-03-2026,Success,2026,3
Unassigned,Unassigned,04-03-2026,Success,2026,3
Unassigned,Unassigned,04-03-2026,Success,2026,3
Unassigned,Unassigned,04-03-2026,Success,2026,3
Unassigned,Unassigned,04-03-2026,Success,2026,3
Unassigned,Unassigned,04-03-2026,Success,2026,3
Unassigned,Unassigned,17-03-2026,Success,2026,3
Unassigned,Unassigned,17-03-2026,Success,2026,3
Unassigned,Unassigned,17-03-2026,Success,2026,3
Unassigned,Unassigned,17-03-2026,Success,2026,3
Unassigned,Unassigned,23-03-2026,Success,2026,3
Unassigned,Unassigned,23-03-2026,Success,2026,3
Unassigned,Unassigned,23-03-2026,Success,2026,3
Unassigned,Unassigned,23-03-2026,Success,2026,3
Unassigned,Unassigned,09-04-2026,Success,2026,4
Unassigned,Unassigned,09-04-2026,Success,2026,4
Unassigned,Unassigned,09-04-2026,Success,2026,4
Unassigned,Unassigned,09-04-2026,Success,2026,4
Unassigned,Unassigned,10-04-2026,Success,2026,4
Unassigned,Unassigned,10-04-2026,Success,2026,4
Unassigned,Unassigned,10-04-2026,Success,2026,4
Unassigned,Unassigned,10-04-2026,Success,2026,4
Unassigned,Unassigned,10-04-2026,Success,2026,4
Unassigned,Unassigned,10-04-2026,Success,2026,4
Unassigned,Unassigned,10-04-2026,Success,2026,4
Unassigned,Unassigned,10-04-2026,Success,2026,4
Unassigned,Unassigned,15-04-2026,Success,2026,4
Unassigned,Unassigned,15-04-2026,Success,2026,4
Unassigned,Unassigned,15-04-2026,Success,2026,4
Unassigned,Unassigned,15-04-2026,Success,2026,4
Unassigned,Unassigned,07-05-2026,Success,2026,5
Unassigned,Unassigned,07-05-2026,Success,2026,5
Unassigned,Unassigned,07-05-2026,Success,2026,5
Unassigned,Unassigned,07-05-2026,Success,2026,5
Unassigned,Unassigned,07-05-2026,Success,2026,5
Unassigned,Unassigned,07-05-2026,Success,2026,5
Unassigned,Unassigned,07-05-2026,Success,2026,5
Unassigned,Unassigned,07-05-2026,Success,2026,5
Unassigned,Unassigned,01-06-2026,Success,2026,6
Unassigned,Unassigned,01-06-2026,Success,2026,6
Unassigned,Unassigned,01-06-2026,Success,2026,6
Unassigned,Unassigned,22-12-2025,Success,2025,12
Unassigned,Unassigned,22-12-2025,Success,2025,12
Unassigned,Unassigned,22-12-2025,Success,2025,12
Unassigned,Unassigned,22-12-2025,Success,2025,12
Unassigned,Unassigned,22-12-2025,Success,2025,12
Unassigned,Unassigned,22-12-2025,Success,2025,12
Unassigned,Unassigned,07-01-2026,Success,2026,1
Unassigned,Unassigned,07-01-2026,Success,2026,1
Unassigned,Unassigned,07-01-2026,Success,2026,1
Unassigned,Unassigned,07-01-2026,Success,2026,1
Unassigned,Unassigned,07-01-2026,Success,2026,1
Unassigned,Unassigned,07-01-2026,Success,2026,1
Unassigned,Unassigned,07-01-2026,Success,2026,1
Unassigned,Unassigned,07-01-2026,Success,2026,1
Unassigned,Unassigned,08-01-2026,Success,2026,1
Unassigned,Unassigned,08-01-2026,Success,2026,1
Unassigned,Unassigned,09-01-2026,Success,2026,1
Unassigned,Unassigned,09-01-2026,Success,2026,1
Unassigned,Unassigned,09-01-2026,Success,2026,1
Unassigned,Unassigned,09-01-2026,Success,2026,1
Unassigned,Unassigned,12-01-2026,Success,2026,1
Unassigned,Unassigned,12-01-2026,Success,2026,1
Unassigned,Unassigned,12-01-2026,Success,2026,1
Unassigned,Unassigned,16-01-2026,Success,2026,1
Unassigned,Unassigned,16-01-2026,Success,2026,1
Unassigned,Unassigned,16-01-2026,Success,2026,1
Unassigned,Unassigned,16-01-2026,Success,2026,1
Unassigned,Unassigned,29-01-2026,Success,2026,1
Unassigned,Unassigned,29-01-2026,Success,2026,1
Unassigned,Unassigned,29-01-2026,Success,2026,1
Unassigned,Unassigned,29-01-2026,Success,2026,1
Unassigned,Unassigned,02-02-2026,Success,2026,2
Unassigned,Unassigned,02-02-2026,Success,2026,2
Unassigned,Unassigned,02-02-2026,Success,2026,2
Unassigned,Unassigned,02-02-2026,Success,2026,2
Unassigned,Unassigned,17-02-2026,Success,2026,2
Unassigned,Unassigned,17-02-2026,Success,2026,2
Unassigned,Unassigned,17-02-2026,Success,2026,2
Unassigned,Unassigned,17-02-2026,Success,2026,2
Unassigned,Unassigned,17-02-2026,Success,2026,2
Unassigned,Unassigned,17-02-2026,Success,2026,2
Unassigned,Unassigned,25-02-2026,Success,2026,2
Unassigned,Unassigned,25-02-2026,Success,2026,2
Unassigned,Unassigned,25-02-2026,Success,2026,2
Unassigned,Unassigned,25-02-2026,Success,2026,2
Unassigned,Unassigned,25-02-2026,Success,2026,2
Unassigned,Unassigned,25-02-2026,Success,2026,2
Unassigned,Unassigned,12-03-2026,Success,2026,3
Unassigned,Unassigned,12-03-2026,Success,2026,3
Unassigned,Unassigned,12-03-2026,Success,2026,3
Unassigned,Unassigned,23-03-2026,Success,2026,3
Unassigned,Unassigned,23-03-2026,Success,2026,3
Unassigned,Unassigned,23-03-2026,Success,2026,3
Unassigned,Unassigned,23-03-2026,Success,2026,3
Unassigned,Unassigned,08-04-2026,Success,2026,4
Unassigned,Unassigned,08-04-2026,Success,2026,4
Unassigned,Unassigned,08-04-2026,Success,2026,4
Unassigned,Unassigned,09-04-2026,Success,2026,4
Unassigned,Unassigned,10-04-2026,Success,2026,4
Unassigned,Unassigned,10-04-2026,Success,2026,4
Unassigned,Unassigned,15-04-2026,Success,2026,4
Unassigned,Unassigned,15-04-2026,Success,2026,4
Unassigned,Unassigned,27-04-2026,Success,2026,4
Unassigned,Unassigned,27-04-2026,Success,2026,4
Unassigned,Unassigned,27-04-2026,Success,2026,4
Unassigned,Unassigned,27-04-2026,Success,2026,4
Unassigned,Unassigned,29-04-2026,Success,2026,4
Unassigned,Unassigned,18-05-2026,Success,2026,5
Unassigned,Unassigned,27-05-2026,Success,2026,5
Unassigned,Unassigned,27-05-2026,Success,2026,5
Unassigned,Unassigned,29-05-2026,Success,2026,5
Unassigned,Unassigned,29-05-2026,Success,2026,5
Unassigned,Unassigned,05-06-2026,Success,2026,6
Unassigned,Unassigned,22-06-2026,Success,2026,6
Unassigned,Unassigned,22-06-2026,Success,2026,6
Unassigned,Unassigned,22-06-2026,Success,2026,6
Unassigned,Unassigned,01-07-2026,Success,2026,7
Unassigned,Unassigned,01-07-2026,Success,2026,7
Unassigned,Unassigned,02-07-2026,Success,2026,7
Unassigned,Unassigned,02-07-2026,Success,2026,7
Unassigned,Unassigned,02-07-2026,Success,2026,7
Unassigned,Unassigned,02-07-2026,Success,2026,7
Unassigned,Unassigned,09-07-2026,Success,2026,7
Digital-Operations,Core,28-05-2024,Success,2024,5
Digital-Operations,Core,11-06-2024,Success,2024,6
Digital-Operations,Core,12-06-2024,Success,2024,6
Digital-Operations,Core,12-06-2024,Success,2024,6
Digital-Operations,Core,12-06-2024,Success,2024,6
Digital-Operations,Core,18-06-2024,Success,2024,6
Digital-Operations,Core,26-06-2024,Success,2024,6
Digital-Operations,Core,26-06-2024,Success,2024,6
Digital-Operations,Core,22-07-2024,Success,2024,7
Digital-Operations,Core,22-07-2024,Success,2024,7
Digital-Operations,Core,22-07-2024,Success,2024,7
Digital-Operations,Core,14-08-2024,Success,2024,8
Digital-Operations,Core,25-11-2024,Success,2024,11
Digital-Operations,Core,17-07-2025,Success,2025,7
Digital-Operations,Core,17-09-2025,Success,2025,9
Digital-Operations,Core,14-11-2025,Success,2025,11
Digital-Operations,Core,20-11-2025,Success,2025,11
Digital-Operations,Core,02-01-2026,Success,2026,1
Digital-Operations,Core,02-01-2026,Success,2026,1
Digital-Operations,Core,16-01-2026,Success,2026,1
Digital-Operations,Core,09-02-2026,Success,2026,2
Digital-Operations,Core,09-02-2026,Success,2026,2
Digital-Operations,Core,17-02-2026,Success,2026,2
Digital-Operations,Core,19-02-2026,Success,2026,2
Digital-Operations,Core,09-03-2026,Success,2026,3
Digital-Operations,Core,27-03-2026,Success,2026,3
Digital-Operations,Core,30-07-2026,Success,2026,7
Digital-Operations,Core,03-08-2026,Success,2026,8
Digital-Operations,Core,04-08-2026,Success,2026,8
Digital-Operations,Core,04-08-2026,Success,2026,8
Unassigned,Unassigned,17-01-2024,Success,2024,1
Unassigned,Unassigned,24-01-2024,Success,2024,1
Unassigned,Unassigned,05-02-2024,Success,2024,2
Unassigned,Unassigned,14-02-2024,Success,2024,2
Unassigned,Unassigned,26-02-2024,Success,2024,2
Unassigned,Unassigned,01-03-2024,Success,2024,3
Unassigned,Unassigned,12-03-2024,Success,2024,3
Unassigned,Unassigned,18-03-2024,Success,2024,3
Unassigned,Unassigned,25-03-2024,Success,2024,3
Unassigned,Unassigned,25-03-2024,Success,2024,3
Unassigned,Unassigned,25-03-2024,Failure,2024,3
Unassigned,Unassigned,25-03-2024,Success,2024,3
Unassigned,Unassigned,02-04-2024,Success,2024,4
Unassigned,Unassigned,02-04-2024,Success,2024,4
Unassigned,Unassigned,02-04-2024,Failure,2024,4
Unassigned,Unassigned,02-04-2024,Success,2024,4
Unassigned,Unassigned,03-04-2024,Success,2024,4
Unassigned,Unassigned,08-04-2024,Success,2024,4
Unassigned,Unassigned,08-04-2024,Success,2024,4
Unassigned,Unassigned,08-04-2024,Success,2024,4
Unassigned,Unassigned,08-04-2024,Failure,2024,4
Unassigned,Unassigned,08-04-2024,Success,2024,4
Unassigned,Unassigned,08-04-2024,Success,2024,4
Unassigned,Unassigned,08-04-2024,Success,2024,4
Unassigned,Unassigned,08-04-2024,Success,2024,4
Unassigned,Unassigned,08-04-2024,Success,2024,4
Unassigned,Unassigned,11-04-2024,Failure,2024,4
Unassigned,Unassigned,11-04-2024,Success,2024,4
Unassigned,Unassigned,11-04-2024,Failure,2024,4
Unassigned,Unassigned,11-04-2024,Failure,2024,4
Unassigned,Unassigned,15-04-2024,Success,2024,4
Unassigned,Unassigned,06-05-2024,Success,2024,5
Unassigned,Unassigned,18-06-2024,Success,2024,6
Unassigned,Unassigned,08-07-2024,Success,2024,7
Unassigned,Unassigned,08-07-2024,Success,2024,7
Unassigned,Unassigned,09-07-2024,Success,2024,7
Unassigned,Unassigned,11-07-2024,Success,2024,7
Unassigned,Unassigned,16-07-2024,Success,2024,7
Unassigned,Unassigned,17-07-2024,Success,2024,7
Unassigned,Unassigned,25-07-2024,Success,2024,7
Unassigned,Unassigned,01-08-2024,Success,2024,8
Unassigned,Unassigned,07-08-2024,Success,2024,8
Unassigned,Unassigned,07-08-2024,Success,2024,8
Unassigned,Unassigned,12-08-2024,Success,2024,8
Unassigned,Unassigned,12-08-2024,Success,2024,8
Unassigned,Unassigned,03-09-2024,Success,2024,9
Unassigned,Unassigned,16-09-2024,Success,2024,9
Unassigned,Unassigned,18-09-2024,Success,2024,9
Unassigned,Unassigned,10-10-2024,Success,2024,10
Unassigned,Unassigned,10-10-2024,Success,2024,10
Unassigned,Unassigned,17-10-2024,Success,2024,10
Unassigned,Unassigned,17-10-2024,Success,2024,10
Unassigned,Unassigned,18-10-2024,Success,2024,10
Unassigned,Unassigned,24-10-2024,Success,2024,10
Unassigned,Unassigned,31-10-2024,Success,2024,10
Unassigned,Unassigned,31-10-2024,Success,2024,10
Unassigned,Unassigned,01-11-2024,Success,2024,11
Unassigned,Unassigned,20-11-2024,Success,2024,11
Unassigned,Unassigned,20-11-2024,Failure,2024,11
Unassigned,Unassigned,20-11-2024,Success,2024,11
Unassigned,Unassigned,20-11-2024,Success,2024,11
Unassigned,Unassigned,21-11-2024,Success,2024,11
Unassigned,Unassigned,22-11-2024,Success,2024,11
Unassigned,Unassigned,25-11-2024,Success,2024,11
Unassigned,Unassigned,25-11-2024,Success,2024,11
Unassigned,Unassigned,28-11-2024,Success,2024,11
Unassigned,Unassigned,05-12-2024,Success,2024,12
Unassigned,Unassigned,10-12-2024,Success,2024,12
Unassigned,Unassigned,12-12-2024,Success,2024,12
Unassigned,Unassigned,20-12-2024,Success,2024,12
Unassigned,Unassigned,24-12-2024,Success,2024,12
Unassigned,Unassigned,24-12-2024,Failure,2024,12
Unassigned,Unassigned,03-01-2025,Success,2025,1
Unassigned,Unassigned,06-01-2025,Success,2025,1
Unassigned,Unassigned,09-01-2025,Success,2025,1
Unassigned,Unassigned,10-01-2025,Success,2025,1
Unassigned,Unassigned,14-01-2025,Success,2025,1
Unassigned,Unassigned,15-01-2025,Success,2025,1
Unassigned,Unassigned,15-01-2025,Success,2025,1
Unassigned,Unassigned,23-01-2025,Success,2025,1
Unassigned,Unassigned,30-01-2025,Success,2025,1
Unassigned,Unassigned,30-01-2025,Success,2025,1
Unassigned,Unassigned,30-01-2025,Success,2025,1
Unassigned,Unassigned,31-01-2025,Success,2025,1
Unassigned,Unassigned,06-02-2025,Success,2025,2
Unassigned,Unassigned,06-02-2025,Success,2025,2
Unassigned,Unassigned,11-02-2025,Success,2025,2
Unassigned,Unassigned,24-02-2025,Success,2025,2
Unassigned,Unassigned,24-02-2025,Failure,2025,2
Unassigned,Unassigned,24-02-2025,Success,2025,2
Unassigned,Unassigned,25-02-2025,Failure,2025,2
Unassigned,Unassigned,26-02-2025,Success,2025,2
Unassigned,Unassigned,28-02-2025,Success,2025,2
Unassigned,Unassigned,19-03-2025,Success,2025,3
Unassigned,Unassigned,26-03-2025,Success,2025,3
Unassigned,Unassigned,07-04-2025,Success,2025,4
Unassigned,Unassigned,08-04-2025,Success,2025,4
Unassigned,Unassigned,17-04-2025,Success,2025,4
Unassigned,Unassigned,27-05-2025,Success,2025,5
Unassigned,Unassigned,28-05-2025,Success,2025,5
Unassigned,Unassigned,10-06-2025,Success,2025,6
Unassigned,Unassigned,11-06-2025,Success,2025,6
Unassigned,Unassigned,19-06-2025,Success,2025,6
Unassigned,Unassigned,19-06-2025,Success,2025,6
Unassigned,Unassigned,24-06-2025,Success,2025,6
Unassigned,Unassigned,25-06-2025,Success,2025,6
Unassigned,Unassigned,25-06-2025,Success,2025,6
Unassigned,Unassigned,25-06-2025,Success,2025,6
Unassigned,Unassigned,25-06-2025,Failure,2025,6
Unassigned,Unassigned,26-06-2025,Success,2025,6
Unassigned,Unassigned,26-06-2025,Success,2025,6
Unassigned,Unassigned,27-06-2025,Failure,2025,6
Unassigned,Unassigned,27-06-2025,Failure,2025,6
Unassigned,Unassigned,30-06-2025,Success,2025,6
Unassigned,Unassigned,30-06-2025,Success,2025,6
Unassigned,Unassigned,07-07-2025,Success,2025,7
Unassigned,Unassigned,10-07-2025,Success,2025,7
Unassigned,Unassigned,15-07-2025,Success,2025,7
Unassigned,Unassigned,29-07-2025,Success,2025,7
Unassigned,Unassigned,30-07-2025,Success,2025,7
Unassigned,Unassigned,01-08-2025,Success,2025,8
Unassigned,Unassigned,05-08-2025,Success,2025,8
Unassigned,Unassigned,07-08-2025,Success,2025,8
Unassigned,Unassigned,14-08-2025,Success,2025,8
Unassigned,Unassigned,15-08-2025,Success,2025,8
Unassigned,Unassigned,28-08-2025,Success,2025,8
Unassigned,Unassigned,29-08-2025,Success,2025,8
Unassigned,Unassigned,02-09-2025,Success,2025,9
Unassigned,Unassigned,08-09-2025,Success,2025,9
Unassigned,Unassigned,09-09-2025,Success,2025,9
Unassigned,Unassigned,09-09-2025,Success,2025,9
Unassigned,Unassigned,09-09-2025,Success,2025,9
Unassigned,Unassigned,10-09-2025,Success,2025,9
Unassigned,Unassigned,10-09-2025,Success,2025,9
Unassigned,Unassigned,19-09-2025,Success,2025,9
Unassigned,Unassigned,19-09-2025,Success,2025,9
Unassigned,Unassigned,22-09-2025,Success,2025,9
Unassigned,Unassigned,23-09-2025,Success,2025,9
Unassigned,Unassigned,23-09-2025,Success,2025,9
Unassigned,Unassigned,06-10-2025,Success,2025,10
Unassigned,Unassigned,07-10-2025,Success,2025,10
Unassigned,Unassigned,07-10-2025,Failure,2025,10
Unassigned,Unassigned,07-10-2025,Success,2025,10
Unassigned,Unassigned,10-10-2025,Success,2025,10
Unassigned,Unassigned,13-10-2025,Success,2025,10
Unassigned,Unassigned,11-11-2025,Success,2025,11
Unassigned,Unassigned,12-11-2025,Success,2025,11
Unassigned,Unassigned,12-11-2025,Success,2025,11
Unassigned,Unassigned,14-11-2025,Success,2025,11
Unassigned,Unassigned,19-11-2025,Success,2025,11
Unassigned,Unassigned,21-11-2025,Success,2025,11
Unassigned,Unassigned,03-12-2025,Success,2025,12
Unassigned,Unassigned,22-12-2025,Success,2025,12
Unassigned,Unassigned,07-01-2026,Success,2026,1
Unassigned,Unassigned,21-01-2026,Success,2026,1
Unassigned,Unassigned,22-01-2026,Success,2026,1
Unassigned,Unassigned,26-01-2026,Success,2026,1
Unassigned,Unassigned,05-02-2026,Success,2026,2
Unassigned,Unassigned,05-02-2026,Success,2026,2
Unassigned,Unassigned,10-02-2026,Success,2026,2
Unassigned,Unassigned,24-02-2026,Success,2026,2
Unassigned,Unassigned,24-02-2026,Success,2026,2
Unassigned,Unassigned,02-03-2026,Success,2026,3
Unassigned,Unassigned,03-03-2026,Success,2026,3
Unassigned,Unassigned,03-03-2026,Failure,2026,3
Unassigned,Unassigned,04-03-2026,Success,2026,3
Unassigned,Unassigned,04-03-2026,Success,2026,3
Unassigned,Unassigned,04-03-2026,Success,2026,3
Unassigned,Unassigned,23-03-2026,Success,2026,3
Unassigned,Unassigned,27-03-2026,Success,2026,3
Unassigned,Unassigned,28-04-2026,Success,2026,4
Unassigned,Unassigned,13-05-2026,Success,2026,5
Unassigned,Unassigned,13-05-2026,Failure,2026,5
Unassigned,Unassigned,13-05-2026,Failure,2026,5
Unassigned,Unassigned,13-05-2026,Success,2026,5
Unassigned,Unassigned,13-05-2026,Failure,2026,5
Unassigned,Unassigned,15-05-2026,Success,2026,5
Unassigned,Unassigned,19-05-2026,Success,2026,5
Unassigned,Unassigned,19-05-2026,Success,2026,5
Unassigned,Unassigned,19-05-2026,Success,2026,5
Unassigned,Unassigned,20-05-2026,Success,2026,5
Unassigned,Unassigned,22-05-2026,Success,2026,5
Unassigned,Unassigned,27-05-2026,Success,2026,5
Unassigned,Unassigned,29-05-2026,Success,2026,5
Unassigned,Unassigned,02-06-2026,Success,2026,6
Unassigned,Unassigned,02-06-2026,Success,2026,6
Unassigned,Unassigned,10-06-2026,Success,2026,6
Unassigned,Unassigned,16-06-2026,Success,2026,6
Unassigned,Unassigned,17-06-2026,Success,2026,6
Unassigned,Unassigned,23-06-2026,Success,2026,6
Unassigned,Unassigned,25-06-2026,Success,2026,6
Unassigned,Unassigned,29-06-2026,Success,2026,6
Unassigned,Unassigned,04-08-2026,Success,2026,8
Unassigned,Unassigned,05-08-2026,Success,2026,8
Unassigned,Unassigned,05-08-2026,Success,2026,8
Unassigned,Unassigned,06-08-2026,Success,2026,8
Unassigned,Unassigned,12-08-2026,Success,2026,8
Unassigned,Unassigned,13-08-2026,Success,2026,8
Unassigned,Unassigned,14-08-2026,Success,2026,8
Unassigned,Unassigned,17-08-2026,Success,2026,8
Unassigned,Unassigned,17-08-2026,Success,2026,8
Unassigned,Unassigned,20-08-2026,Success,2026,8
Unassigned,Unassigned,20-08-2026,Success,2026,8
Unassigned,Unassigned,24-08-2026,Success,2026,8
Unassigned,Unassigned,24-08-2026,Success,2026,8
Unassigned,Unassigned,31-08-2026,Success,2026,8
Unassigned,Unassigned,11-01-2024,Success,2024,1
Unassigned,Unassigned,12-02-2024,Success,2024,2
Unassigned,Unassigned,04-04-2024,Success,2024,4
Unassigned,Unassigned,08-04-2024,Success,2024,4
Unassigned,Unassigned,15-04-2024,Success,2024,4
Unassigned,Unassigned,29-04-2024,Success,2024,4
Unassigned,Unassigned,02-05-2024,Success,2024,5
Unassigned,Unassigned,08-05-2024,Success,2024,5
Unassigned,Unassigned,16-05-2024,Success,2024,5
Unassigned,Unassigned,07-06-2024,Success,2024,6
Unassigned,Unassigned,18-06-2024,Success,2024,6
Unassigned,Unassigned,20-06-2024,Success,2024,6
Unassigned,Unassigned,26-06-2024,Success,2024,6
Unassigned,Unassigned,08-07-2024,Success,2024,7
Unassigned,Unassigned,19-07-2024,Success,2024,7
Unassigned,Unassigned,19-07-2024,Success,2024,7
